id,family,accuracy,x1_0,x1_1,x1_2,x1_3,x1_4,x1_5,x1_6,x1_7,x1_8,x1_9,x2_0,x2_1,x2_2,x2_3,x2_4,x2_5,x2_6,x2_7,x2_8,x2_9,x2_10,x2_11,x3_0,x3_1,x3_2,x3_3,x3_4,x3_5,x3_6,x3_7,x3_8,x3_9,x3_10,x3_11,x3_12,x3_13,x3_14,x3_15,x3_16,x3_17,x3_18,x3_19,x3_20,x3_21
21,C_Residual,55.47,0.0031645569620253164,0.0,0.0,0.25,0.5809475019311126,0.025,0.875,0.125,0.0001460564751703992,0.0005666046819245729,0.3736043636287962,0.15524922605530972,0.7251001596450806,18.306613817811012,49.0,0.4627845585346222,0.028894018043171276,0.0228815892593917,0.06196153163909912,0.31783419847488403,11.0,0.05307286977767944,0.0029108862686579454,0.0,0.0,0.2299600152239777,0.5343787855536418,0.02299600152239777,0.804860053283922,0.11498000761198884,0.00013434859701498206,0.0005211856851254072,0.006988272459987218,0.0029039379528088267,0.01356300399482135,0.3424253505393736,0.9165453722580146,0.00865638868321176,0.0005404628270083308,0.000428000300930697,0.0011589909200374461,0.005945091097091639,0.20575508356812575,0.0009927284323915171
22,C_Residual,57.46,0.012341772151898734,0.015000000000000003,0.045454545454545456,0.975,1.2939764294607534,0.0625,0.5625,0.4875,0.006345342421291788,0.015468397117895109,0.3793662281668916,0.15264425002982182,0.8114438652992249,18.58894518017769,49.0,0.4422032833099365,0.02265258026974542,0.018054810418691995,0.05521354079246521,0.31713612377643585,14.0,0.038476258516311646,0.006914736715462103,0.008404064623407788,0.025466862495175113,0.5462642005215061,0.7249774356236426,0.03501693593086578,0.315152423377792,0.2731321002607531,0.0035551111844124685,0.00866649393328835,0.006992197081783473,0.0028134256566981755,0.014955931777038209,0.34261765700739016,0.9031316748012295,0.008150363099149092,0.00041751556648131566,0.0003327728810541222,0.0010176550524001041,0.005845217930738418,0.2580376213717798,0.0007091658733453389
23,C_Residual,57.87,0.002848101265822785,0.0,0.0,0.225,0.5238081709939241,0.025,0.8875,0.1125,8.114248620577736e-05,0.00036106127006308,0.350696257638688,0.146848394934932,0.8113567233085632,17.18411662429571,49.0,0.40635889768600464,0.028144640227158863,0.016404777505356558,0.059239864349365234,0.33773568272590637,12.0,0.03885139524936676,0.0026840876266004377,0.0,0.0,0.21204292250143458,0.4936436240341459,0.02356032472238162,0.8363915276445475,0.10602146125071729,7.646973295157944e-05,0.0003402688306944676,0.006579097457597491,0.0027548908228272524,0.015221134640745378,0.3223757754222771,0.9192449830885031,0.00762333424553539,0.0005279963128499317,0.00030775529429555396,0.0011113458796326013,0.00633595575419918,0.22512122034820484,0.0007288561258973244
24,C_Residual,57.599999999999994,0.005063291139240506,0.0,0.0,0.4,0.7000000000000002,0.0375,0.8,0.2,7.302823758519961e-05,0.0002946936026831366,0.28453688848079467,0.15207114538350108,0.7342134118080139,13.942307535558939,49.0,0.3590218722820282,0.011315448209643364,0.00942445607731972,0.027167171239852905,0.09052358567714691,8.0,0.01587015390396118,0.004388068558819487,0.0,0.0,0.3466574161467395,0.6066504782567943,0.03249913276375683,0.693314832293479,0.17332870807336975,6.328945036758876e-05,0.000255394307152775,0.005516757978031973,0.0029484391602163577,0.014235334190924525,0.2703211409235667,0.950038999747523,0.006960913886332674,0.0002193901448731527,0.0001827265474461488,0.000526732085524072,0.0017551211589852216,0.15510840812204457,0.00030769928858690875
25,C_Residual,57.65,0.0009493670886075949,0.0,0.0,0.075,0.3799671038392666,0.0375,0.9625,0.0375,1.2171372930866602e-05,0.0001081815289351946,0.3124890154113575,0.155456872640789,0.8455497026443481,15.311961755156517,49.0,0.37809211015701294,0.012359183033307393,0.009248395863852848,0.034148454666137695,0.1853877454996109,15.0,0.014430247247219086,0.0009138591050018069,0.0,0.0,0.07219486929514274,0.36575567197506376,0.03609743464757137,0.9265008226209986,0.03609743464757137,1.1716142371818037e-05,0.0001041353512216677,0.00584171028278909,0.00290613098908604,0.0158068160765411,0.2862438038566654,0.9160123708024004,0.007068103065440975,0.00023104417452083075,0.00017289071472177472,0.0006383756513870833,0.0034656626178124613,0.28041195024563276,0.0002697609182079585
26,C_Residual,57.87,0.012025316455696202,0.05437499999999999,0.35294117647058826,0.95,1.738533865071371,0.1,0.675,0.475,0.0018135345666991237,0.004615437468969361,0.3132563082843411,0.16618675802315658,0.78798907995224,15.349559105932713,49.0,0.39212918281555176,0.008159011602401733,0.008170382385543044,0.023543715476989746,0.057113081216812134,7.0,0.012728005647659302,0.005521114660811071,0.02496488227878585,0.16204386063309276,0.4361680582040746,0.7982030947896891,0.04591242717937628,0.3099088834607899,0.2180840291020373,0.0008326377373085523,0.0021190593669502054,0.006043733565463205,0.0032062833565936837,0.015202873575982451,0.29614294470769703,0.9453694526684189,0.007565447978237807,0.00015741388434444502,0.0001576332637533167,0.00045423488600536286,0.0011018971904111152,0.13505277895263126,0.00024556464760588204
27,C_Residual,57.11000000000001,0.022468354430379745,0.11395985958485959,0.44680851063829785,1.775,2.8327327794905046,0.1625,0.55,0.8875,0.004150438169425511,0.009744501803941855,0.21942453656573685,0.16507651079353458,0.6918764114379883,10.751802291721106,49.0,0.2867506444454193,0.005985681712627411,0.0030923708621900105,0.009988322854042053,0.029928408563137054,5.0,0.00835275650024414,0.00635378941544196,0.03222652339133921,0.12635225220519283,0.5019493638199148,0.8010638966406073,0.04595311077224573,0.15553360569067787,0.2509746819099574,0.0011736956612490295,0.0027556318204116207,0.004351881173911438,0.003273988273240125,0.01372209314753794,0.21324217752166047,0.9718246685587771,0.0056871704081058235,0.00011871496217290749,6.133147526956382e-05,0.000198099970348724,0.0005935748108645374,0.09916578250599767,0.00016566152688575375
28,C_Residual,59.040000000000006,0.004430379746835443,0.0,0.0,0.35,0.7088723439378912,0.0375,0.825,0.175,0.00014605647517039922,0.0005572309222132228,0.33043947663842416,0.1391471083805715,0.7716957330703735,16.191534355282784,49.0,0.3766188323497772,0.019793664415677387,0.013528413819236706,0.0495205819606781,0.2969049662351608,15.0,0.02672921121120453,0.003830588033196688,0.0,0.0,0.3026164546225383,0.6129041014355807,0.03242319156670053,0.7133102144674117,0.15130822731126914,0.00012628312197351718,0.00048179213167489406,0.006147646198748079,0.0025887560427250013,0.014356978131857202,0.3012346637386559,0.911618269109762,0.007006787919609052,0.00036825032844814914,0.0002516887589733296,0.0009213034124959485,0.005523754926722238,0.27906681707441694,0.0004972823930413779
29,C_Residual,58.29,0.0012658227848101266,0.0,0.0,0.1,0.3391164991562634,0.025,0.95,0.05,4.057124310288867e-06,3.606050964506487e-05,0.363342324233785,0.2046485429681023,0.9141973853111267,17.803773887455463,49.0,0.4712049961090088,0.012487715482711792,0.008371084349672465,0.027825430035591125,0.06243857741355896,5.0,0.014008939266204834,0.0012468730267260904,0.0,0.0,0.09850296911136115,0.3340398204154234,0.024625742277840288,0.9357782065579309,0.049251484555680576,3.996387906173367e-06,3.5520672677077654e-05,0.006935970345108185,0.003906608535599748,0.01745143775216655,0.339862546910301,0.9353783587612645,0.008994999100011279,0.0002383824247529916,0.0001597985946948722,0.0005311694913983188,0.001191912123764958,0.09544677130216984,0.00026742160446548797
30,C_Residual,59.650000000000006,0.0031645569620253164,0.0,0.0,0.25,0.48733971724044817,0.025,0.875,0.125,8.114248620577734e-06,5.067346639401491e-05,0.3514761137110846,0.13717500955230622,0.7468321323394775,17.222329571843147,49.0,0.39907488226890564,0.016499174137910206,0.015158383186173408,0.05826592445373535,0.19799008965492249,12.0,0.018165268003940582,0.0030424423663495473,0.0,0.0,0.24035294694161422,0.4685341488017389,0.024035294694161425,0.8412353142956498,0.12017647347080711,7.801134272691146e-06,4.8718067918193344e-05,0.0065924175289297235,0.00257290581699978,0.014007862976571493,0.32302845891755644,0.9190623382819343,0.007485197845870368,0.00030946468495731777,0.0002843163080746549,0.0010928574851144601,0.0037135762194878135,0.22507649100782062,0.0003407145650452987
31,D_CNNsmall,70.25,0.26091269841269843,0.5274904221305049,0.53940811552934,16.4375,7.316238360660484,0.453125,0.015625,8.21875,0.01486495135688684,0.009549946034734426,0.24585542508534022,0.08050106072362978,0.5999059677124023,12.046915829181671,49.0,0.28948020935058594,0.011367067694664001,0.005358638440823055,0.019595593214035034,0.14777188003063202,13.0,0.015342473983764648,0.013176236712074699,0.026638560359948625,0.027240410519945815,0.830102912860706,0.3694741155508748,0.02288306508836547,0.0007890712099436368,0.415051456430353,0.0007506883297876484,0.0004822775982415571,0.004717826719644889,0.001544769878923214,0.011511856623727426,0.23117350926259958,0.9402823191001609,0.005554961685342225,0.00021812760761851402,0.00010282924449706883,0.000376028363906862,0.002835658899040682,0.2494626560877978,0.0002944134085344512
32,D_CNNsmall,75.73,0.17658227848101266,0.4244005312809643,0.47488874761602035,13.95,7.436228882975564,0.4,0.0125,6.975,0.014650275884453102,0.011410698418011475,0.3228999117807466,0.09188236035250526,0.6581588387489319,15.822095677256584,49.0,0.3603634834289551,0.027935601770877838,0.024779088509558733,0.08355936408042908,0.4469696283340454,16.0,0.04761233925819397,0.010209491360676025,0.024537646670162457,0.027456733528270494,0.8065498174934059,0.429941867269042,0.023126876487266124,0.0007227148902270664,0.40327490874670296,0.0008470378022103008,0.0006597345323669858,0.005987615908903876,0.00170379818179654,0.012204408207316771,0.2933931795362899,0.9086195716755346,0.006682312529810629,0.0005180170309296598,0.00045948499567480445,0.0015494627265355005,0.008288272494874557,0.2966921050369093,0.0008828878225153152
33,D_CNNsmall,72.08,0.21139240506329113,0.517870196343519,0.5212830647613256,16.7,8.167618992093105,0.4,0.0125,8.35,0.01311262577085362,0.01227452405565223,0.28211851083502476,0.0926581629111661,0.7220568060874939,13.823807030916214,49.0,0.32601839303970337,0.016467216610908508,0.012953205606013799,0.04147052764892578,0.16467216610908508,10.0,0.027245163917541504,0.010363523472369478,0.02538861286828056,0.025555928917054674,0.8187183543171888,0.4004179389159451,0.019610020462687158,0.0006128131394589737,0.4093591771585944,0.000642847149214996,0.0006017591697527149,0.005436583045622194,0.0017855751330543516,0.013914442474307969,0.26639256923548754,0.9442576754251573,0.006282558570561542,0.0003173325648518164,0.00024961558805793277,0.0007991604905393749,0.003173325648518164,0.19270564804595045,0.0005250296968847982
